"MOD_NAME","ITM_NAME","SEQ_NO","DSCR","ITM_TYPE","FLD_LEN","DECML","MIN_LEN","MAX_LEN","CODELIST","update_stamp"
"DIAGREV","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:48.0"
"DIAGREV","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:48.0"
"DIAGREV","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:48.0"
"DIAGREV","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:48.0"
"DIAGREV","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"DIAGREV","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"DIAGREV","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:48.0"
"DIAGREV","SHLDUNSV","8","Should  come in for unsched visit","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"DIAGREV","WILLUNSV","9","Willing to  come in for unsched visit","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"DIAGREV","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:48.0"
"DIAGREV","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:48.0"
"DIAGREV","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:48.0"
"DIAGREV","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:48.0"
"DNA","","0","DNA Sample","","","","","","","2017-06-12 07:11:48.0"
"DNA","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:48.0"
"DNA","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:48.0"
"DNA","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:48.0"
"DNA","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:48.0"
"DNA","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"DNA","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"DNA","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:48.0"
"DNA","BLDDNA","8","DNA Blood Sample","CHAR","1","","","","LAB","2017-06-12 07:11:48.0"
"DNA","BLDDNADT","9","DNA Blood Sample Collection Date","DATE","","","","","","2017-06-12 07:11:48.0"
"DNA","BLDVOLML","10","Volume of blood collected (milliliters)","NUMBER","3","0","1","8","","2017-06-12 07:11:48.0"
"DNA","DNASHPDT","11","Date DNA sample shipped","DATE","","","","","","2017-06-12 07:11:48.0"
"DNA","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:48.0"
"DNA","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:48.0"
"DNA","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:48.0"
"DNA","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:48.0"
"DONATPLN","","0","Brain and Bank Tissue Donation Plan","","","","","","","2018-06-03 00:51:48.0"
"DONATPLN","REC_ID","1","Record ID","NUMBER","12","0","","","","2018-06-03 00:51:48.0"
"DONATPLN","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2018-06-03 00:51:48.0"
"DONATPLN","CNO","3","Center Number","CHAR","4","","","","","2018-06-03 00:51:48.0"
"DONATPLN","PATNO","4","Patient Number","CHAR","8","","","","","2018-06-03 00:51:48.0"
"DONATPLN","EVENT_ID","5","Event Name","CHAR","8","","","","","2018-06-03 00:51:48.0"
"DONATPLN","PAG_NAME","6","Page Name","CHAR","8","","","","","2018-06-03 00:51:48.0"
"DONATPLN","INFODT","7","Event Date","DATE","","","","","","2018-06-03 00:51:48.0"
"DONATPLN","DONATPLN","8","Did subject complete the donation plan","CHAR","1","","","","YN","2018-06-03 00:51:48.0"
"DONATPLN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2018-06-03 00:51:48.0"
"DONATPLN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2018-06-03 00:51:48.0"
"DONATPLN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2018-06-03 00:51:48.0"
"DONATPLN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2018-06-03 00:51:48.0"
"DTIROI","","0","DTI Regions of Interest","","","","","","","2016-08-15 10:43:36.0"
"DTIROI","PATNO","1","Patient Number","CHAR","8","","","","","2016-08-12 11:39:50.0"
"DTIROI","IMAGE_ID","2","LONI image UID","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","PAG_NAME","3","Page Name","CHAR","","","","","","2016-08-12 11:39:50.0"
"DTIROI","INFODT","4","Event Date","DATE","","","","","","2016-08-12 11:39:50.0"
"DTIROI","Measure","5","DTI Measure","CHAR","","","","","","2016-08-12 11:39:50.0"
"DTIROI","Tissue","6","Brain tissue being measured","CHAR","","","","","","2016-08-12 11:39:50.0"
"DTIROI","ROI1","7","Left Rostral","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","ROI2","8","Left Middle","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","ROI3","9","Left Caudal","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","ROI4","10","Right Rostral","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","ROI5","11","Right Middle","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","ROI6","12","Right Caudal","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","REF1","13","Left Reference","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","REF2","14","Right Reference","NUMBER","","","","","","2016-08-12 11:39:50.0"
"DTIROI","RUNDATE","15","Run Date","DATE","","","","","","2016-08-12 11:39:50.0"
"DTRMFALL","","0","Determination of Falls","","","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","REC_ID","1","Record ID","NUMBER","12","0","","","","2018-05-13 00:49:38.0"
"DTRMFALL","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","CNO","3","Center Number","CHAR","4","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","PATNO","4","Patient Number","CHAR","8","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","EVENT_ID","5","Event Name","CHAR","8","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","PAG_NAME","6","Page Name","CHAR","8","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","INFODT","7","Event Date","DATE","","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","PTCGBOTH","8","Source of Information","CHAR","1","","","","PTCGBOTH","2018-05-13 00:49:38.0"
"DTRMFALL","FRZGT1W","9","Freezing of gait in past week","CHAR","1","","","","FRZGT","2018-05-13 00:49:38.0"
"DTRMFALL","FLNFR1W","10","Falls not related to freezing in past wk","CHAR","1","","","","FALLS","2018-05-13 00:49:38.0"
"DTRMFALL","FRZGT12M","11","Freezing of gait in past 12 months","CHAR","1","","","","FRZGT","2018-05-13 00:49:38.0"
"DTRMFALL","FLNFR12M","12","Falls not rel to freezing past 12 months","CHAR","1","","","","FALLS","2018-05-13 00:49:38.0"
"DTRMFALL","INJFRHIP","13","Fracture of hip or lower limb","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","INJFRUE","14","Fracture of upper extremity","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","INJFRSKL","15","Skull fracture","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","INJFROTH","16","Other fracture","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","OTHFRCM","17","Other fracture, please specify","CHAR","240","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","HINJNOLC","18","head injury without loss consciousness","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","HINJLOC2","19","head injury, lost conscious","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","INJSTCH","20","Laceration requiring sutures(stitches)","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","INJOTH","21","Other Injury","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","INJOTHCM","22","Other injury, please specify","CHAR","240","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","FLLDRVIS","23","Fall resulted in dr visit","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","FLLERVIS","24","Fall resulted in ER visit","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","FLLHOSP","25","Fall resulted in hospitalization","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","FLLSURG","26","Fall resulted in surgery","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","FLLINST","27","Fall resulted in institutionalization","CHAR","1","","","","YN","2018-05-13 00:49:38.0"
"DTRMFALL","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2018-05-13 00:49:38.0"
"DTRMFALL","SITE_APRV","104","Date site approved the data","DATE","","","","","","2018-05-13 00:49:38.0"
"EPWORTH","","0","Epworth Sleepiness Scale","","","","","","","2017-06-12 07:11:48.0"
"EPWORTH","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:48.0"
"EPWORTH","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:48.0"
"EPWORTH","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:48.0"
"EPWORTH","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:48.0"
"EPWORTH","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"EPWORTH","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"EPWORTH","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:48.0"
"EPWORTH","PTCGBOTH","9","Source of Information","CHAR","1","","","","PTCGBOTH","2017-06-12 07:11:48.0"
"EPWORTH","ESS1","10","Sitting and reading","NUMBER","1","0","0","3","","2017-06-12 07:11:48.0"
"EPWORTH","ESS2","11","Watching TV","NUMBER","1","0","0","3","","2017-06-12 07:11:48.0"
"EPWORTH","ESS3","12","Sitting, inactive in a public place","NUMBER","1","0","0","3","","2017-06-12 07:11:48.0"
"EPWORTH","ESS4","13","As a passenger in a car for an hour","NUMBER","1","0","0","3","","2017-06-12 07:11:48.0"
"EPWORTH","ESS5","14","Lying down to rest in the afternoon","NUMBER","1","0","0","3","","2017-06-12 07:11:48.0"
"EPWORTH","ESS6","15","Sitting and talking to someone","NUMBER","1","0","0","3","","2017-06-12 07:11:48.0"
"EPWORTH","ESS7","16","Sitting quietly after lunch","NUMBER","1","0","0","3","","2017-06-12 07:11:48.0"
"EPWORTH","ESS8","17","In a car, while stopped in traffic","NUMBER","1","0","0","3","","2017-06-12 07:11:48.0"
"EPWORTH","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:48.0"
"EPWORTH","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:48.0"
"EPWORTH","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:48.0"
"EPWORTH","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","","0","Family History (PD)","","","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","BIOMOM","10","Biological Mother","NUMBER","1","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","BIOMOMPD","11","Biological Mother with PD","NUMBER","1","0","0","1","","2017-06-12 07:11:48.0"
"FAMHXPD","BIODAD","12","Biological Father","NUMBER","1","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","BIODADPD","13","Biological Father with PD","NUMBER","1","0","0","1","","2017-06-12 07:11:48.0"
"FAMHXPD","FULSIB","14","Full Siblings","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","FULSIBPD","15","Full Siblings with PD","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","HAFSIB","16","Half Siblings","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","HAFSIBPD","17","Half Siblings with PD","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","MAGPAR","18","Maternal Grandparents","NUMBER","1","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","MAGPARPD","19","Maternal Grandparents with PD","NUMBER","1","0","0","2","","2017-06-12 07:11:48.0"
"FAMHXPD","PAGPAR","20","Paternal Grandparents","NUMBER","1","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","PAGPARPD","21","Paternal Grandparents with PD","NUMBER","1","0","0","2","","2017-06-12 07:11:48.0"
"FAMHXPD","MATAU","22","Maternal Aunts and Uncles","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","MATAUPD","23","Maternal Aunts and Uncles with PD","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","PATAU","24","Paternal Aunts and Uncles","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","PATAUPD","25","Paternal Aunts and Uncles with PD","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","KIDSNUM","26","How many children do you have","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","KIDSPD","27","How many children with PD","NUMBER","2","0","","","","2017-06-12 07:11:48.0"
"FAMHXPD","STAFFCD","28","Examiner","CHAR","4","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:48.0"
"FAMHXPD","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","","0","Family History Sub-Study","","","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","FHXDISTR","8","Family History Packet distributed","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"FAMHXSUB","COMM","9","Comments","CHAR","240","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:48.0"
"FAMHXSUB","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:48.0"
"FBELIG","","0","Florbetaben Eligibility","","","","","","","2017-06-12 07:11:48.0"
"FBELIG","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:48.0"
"FBELIG","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:48.0"
"FBELIG","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:48.0"
"FBELIG","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FBELIG","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FBELIG","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FBELIG","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:48.0"
"FBELIG","SIGNCNST","8","Signed Consent","CHAR","1","","","","CHECKBOX","2017-06-12 07:11:48.0"
"FBELIG","FBCNSTDT","9","Florbetaben Informed consent date","DATE","","","","","","2017-06-12 07:11:48.0"
"FBELIG","INEX1","10","Inclusion Exclusion question 1","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"FBELIG","INEX2","11","Inclusion Exclusion question 2","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"FBELIG","INEX3","12","Inclusion Exclusion question 3","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"FBELIG","INEX4","13","Inclusion Exclusion question 4","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"FBELIG","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:48.0"
"FBELIG","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:48.0"
"FBELIG","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:48.0"
"FBELIG","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:48.0"
"FBIMAG","","0","Florbetaben Imaging","","","","","","","2017-06-12 07:11:48.0"
"FBIMAG","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:48.0"
"FBIMAG","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:48.0"
"FBIMAG","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:48.0"
"FBIMAG","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FBIMAG","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FBIMAG","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FBIMAG","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:48.0"
"FBIMAG","FBATVS","8","Which visit was Florbetaben done at","CHAR","8","","","","VISLONG","2017-06-12 07:11:48.0"
"FBIMAG","VITLTMBF","9","Vital Sign Time - before","TIME","","","","","","2017-06-12 07:11:48.0"
"FBIMAG","SYSSUPBF","10","Supine BP - systolic - before","NUMBER","3","0","100","140","","2017-06-12 07:11:48.0"
"FBIMAG","DIASUPBF","11","Supine BP - diastolic - before","NUMBER","3","0","60","100","","2017-06-12 07:11:48.0"
"FBIMAG","HRSUPBF","12","Supine heart rate - before","NUMBER","3","0","40","90","","2017-06-12 07:11:48.0"
"FBIMAG","UPREGPRF","13","Urine Pregnancy test performed","CHAR","1","","","","YNNA","2017-06-12 07:11:48.0"
"FBIMAG","UPRGRSLT","14","Urine Pregnancy test result","CHAR","1","","","","POSNEG01","2017-06-12 07:11:48.0"
"FBIMAG","UPRGCNBF","15","Urine Preg result confirmed prior to","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"FBIMAG","VITLTMAF","16","Vital Sign Time - after","TIME","","","","","","2017-06-12 07:11:48.0"
"FBIMAG","SYSSUPAF","17","Supine BP - systolic - after","NUMBER","3","0","100","140","","2017-06-12 07:11:48.0"
"FBIMAG","DIASUPAF","18","Supine BP - diastolic - after","NUMBER","3","0","60","100","","2017-06-12 07:11:48.0"
"FBIMAG","HRSUPAF","19","Supine heart rate - after","NUMBER","3","0","40","90","","2017-06-12 07:11:48.0"
"FBIMAG","PETCMPLT","20","PET scan completed?","CHAR","1","","","","CMPLT2","2017-06-12 07:11:48.0"
"FBIMAG","PETDT","21","Date PET scan completed","DATE","","","","","","2017-06-12 07:11:48.0"
"FBIMAG","XFRYN","22","Data transfer","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"FBIMAG","COMM","23","Comments","CHAR","240","","","","","2017-06-12 07:11:48.0"
"FBIMAG","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:48.0"
"FBIMAG","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:48.0"
"FBIMAG","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:48.0"
"FBIMAG","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:48.0"
"FOUND","PATNO","1","PPMI Patient Number","CHAR","8","","","","","2017-10-20 08:21:12.0"
"FOUND","FOSTATUS","2","FOUND STATUS","NUMBER","2","0","","","FOSTATCD","2017-10-25 14:07:27.0"
"FOUND","FOCONSENTDT","3","Date signed consent form received","DATE","","","","","","2017-10-25 14:06:05.0"
"FOUND","FOFOLLOWST","4","FOUND follow-up status","NUMBER","2","0","","","FOLLOWST","2017-10-25 14:06:04.0"
"FOUND","FOFOLLOWMO","5","Number of Months followed in FOUND","NUMBER","3","0","","","","2017-10-25 14:06:02.0"
"FOUNDINF","","0","Contact Information FOUND","","","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:48.0"
"FOUNDINF","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","FNDSHR","8","Agree to share contact info for FOUND","CHAR","1","","","","YN","2017-06-12 07:11:48.0"
"FOUNDINF","FNDINFDT","9","Date FOUND  contact info obtained","DATE","","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","FNDXFRDT","10","Date FOUND contact info transferred","DATE","","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:48.0"
"FOUNDINF","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:48.0"
"FOUNDSRDX","PATNO","1","PPMI Patient Number","CHAR","8","","","","","2018-05-24 12:40:34.0"
"FOUNDSRDX","EVENT_ID","2","Event Name","CHAR","20","","","","","2018-05-24 12:40:34.0"
"FOUNDSRDX","SRDXDATE","3","Date self-reported diagnosis reported","Date","","","","","","2018-05-24 12:40:34.0"
"FOUNDSRDX","FOPTRDX","4","Subject reported diagnosis","CHAR","200","","","","","2018-05-24 12:40:34.0"
"FOUNDSRDX","FOPTRDXOTHER","5","Subject reported diagnosis - other specify","CHAR","500","","","","","2018-05-24 12:40:34.0"
"GAIT","","0","Gait Data & Arm swing","","","","","","","2016-07-25 11:13:27.0"
"GAIT","CNO","1","Center number","CHAR","4","0","","","","2016-07-25 11:13:27.0"
"GAIT","PATNO","2","Patient number","NUMBER","8","0","","","","2016-07-25 11:13:27.0"
"GAIT","EVENT_ID","3","Event Name","CHAR","8","","","","","2016-07-25 11:13:27.0"
"GAIT","INFODT","4","Event date","DATE","","","","","","2016-07-25 11:13:27.0"
"GAIT","COHORT","5","Cohort (1-asymptomatic relatives, 2-true controls, 3 PD)","NUMBER","1","","","","","2016-07-25 11:13:27.0"
"GAIT","SP_U","6","Speed base walking (m/sec)","NUMBER","5","3","","","","2016-07-25 11:13:27.0"
"GAIT","RA_AMP_U","7","Right arm amplitude base walking (deg)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","LA_AMP_U","8","Left arm amplitude base walking (deg)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","RA_STD_U","9","Right arm variability base walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","LA_STD_U","10","Right arm variability base walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","SYM_U","11","Arms symmetry base walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","R_JERK_U","12","Jerk Right base walking (deg/sec^3)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","L_JERK_U","13","Jerk Left base walking (deg/sec^3)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","ASA_U","14","ASA base walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","ASYM _IND_U","15","Asymmetry index base walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","TRA_U","16","Trunk Rotation Asymmetry base walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","T_AMP_U","17","Average trunk amplitude base walking (deg)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","CAD_U","18","Cadence base walking (step/min)","NUMBER","8","5","","","","2016-07-25 11:13:27.0"
"GAIT","STR_T_U","19","Average stride time base walking (sec)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","STR_CV_U","20","Stride CV base walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","STEP_REG_U","21","Step Regularity base walking (g^2)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","STEP_SYM_U","22","Step Symmetry base walking","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","JERK_T_U","23","Jerk base walking (m/sec^3)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","SP__DT","24","Dual task speed walking (m/sec)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","RA_AMP_DT","25","Right arm amplitude dual task walking (deg)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","LA_AMP_DT","26","Left arm amplitude dual task walking (deg)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","RA_STD_DT","27","Right arm variability dual task walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","LA_STD_DT","28","Right arm variability dual task walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
"GAIT","SYM_DT","29","Arms symmetry dual task walking (%)","NUMBER","18","15","","","","2016-07-25 11:13:27.0"
